,result,moves
185,1,"['8L', '4R', '8L', '2R', '8L', '0R', '9L', '2R', '8L', '3L', '9L', '2R', '9L', '3L', '8L', '1L', '8L', '0L', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '3R', '9L', '4R', '8L', '1R', '7L', '2R', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '1R', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '0R', '6L', '1L', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '3R', '9L', '4R', '8L', '1R', '7L', '2R', '6L', '0R', '8L', '1R', '9L', '2R', '8L', '2R', '10L', '1L', '9L', '0R', '8L', '2R', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '1R', '9L', '2R', '8L', '3R', '8L', '3L', '7L', '2R', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '3R', '7L', '1R', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '1L', '6L', '0R', '8L', '2R', '10L', '1R', '9L', '2R', '8L', '2R', '8L', '0R', '9L', '1L', '8L', '0R', '7L', '1L', '6L', '0R', '10L', '1L', '9L', '0L', '8L', '2R', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '1R', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '0R', '6L', '1L', '8L', '0R', '9L', '1R', '8L', '2R', '10L', '3R', '9L', '4R', '8L', '2R', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '3R', '7L', '0R', '6L', '3L', '8L', '2R']"
186,-1,"['8L', '4L', '8L', '3R', '8L', '2R', '8L', '2R', '10L', '2R', '9L']"
187,1,"['2R', '9L', '3R', '8L', '2R', '8L', '2R', '8L', '0R', '8L']"
188,-1,"['8L', '1R', '6L', '2R', '6L', '2R', '8L', '4R', '6L', '0R', '10L', '2R', '9L', '3L']"
189,-1,"['2R', '9L', '3L', '8L', '2R', '9L']"
190,0,"['2R', '9L', '4R', '8L', '4R', '8L', '2R', '6L', '0R', '7L', '3L', '6L', '2R']"
191,-1,"['2R', '9L', '3L', '8L', '2R', '9L']"
192,-1,"['2R', '9L', '0L', '8L', '3R', '9L', '2R', '8L', '1L', '9L', '3L', '8L', '2R']"
193,1,"['8L', '4R', '8L', '2R', '8L', '0R', '9L', '2R', '8L', '1L', '8L', '2R', '8L', '0R', '7L', '2R', '6L', '2R', '8L', '2R', '10L', '0L', '8L', '2R', '10L', '1R', '9L', '2R', '8L']"
194,1,"['8L', '3L', '9L', '2R', '8L', '0R', '8L', '2R', '8L', '4L', '9L', '0R', '8L', '2R', '7L', '2R', '7L', '0L', '8L', '2R', '8L', '0R', '9L', '1L', '8L', '0R', '9L', '1R', '8L', '2R']"
195,-1,"['8L', '1L', '8L', '2R', '8L', '2R', '7L', '2R', '6L', '2R', '8L', '4L', '9L', '1R', '9L', '0R', '8L', '1R', '7L', '2R', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '1L', '9L', '0L', '10L', '3L', '8L', '2R']"
196,-1,"['8L', '0L', '8L', '3R', '8L', '4L', '8L', '2R', '8L', '4R', '8L', '2R', '10L', '0R']"
197,1,"['2R', '9L', '4L', '8L', '2R', '8L', '3L', '7L', '3R', '8L', '0R', '9L', '2R', '8L', '2R', '10L', '3R', '8L']"
198,1,"['2R', '9L', '3R', '8L', '2R', '8L', '2R', '8L', '0R', '8L']"
199,-1,"['2R', '9L', '3R', '8L', '2R', '8L', '2R', '8L', '0L', '8L', '3R', '10L', '4L', '8L', '2R', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '1R', '7L', '2R', '7L', '0R', '6L', '1R', '8L', '2R', '10L', '3L', '9L', '2R', '8L', '3L', '7L', '2R', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '1L', '8L', '0R', '9L', '1R', '8L', '2R', '10L', '3L', '9L', '2R', '8L', '3R', '7L', '2R', '7L', '1R', '7L', '2R', '7L', '0L', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '1R', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '0L', '6L', '2R', '8L', '0R', '9L', '1L', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '3L', '6L', '2R', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '1L', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1L', '6L', '0R', '8L', '1L', '9L', '0R', '8L', '1R', '7L', '2R', '6L', '2R', '10L', '1L', '9L', '0L', '10L', '3L', '8L', '2R']"
200,-1,"['2R', '9L', '0R', '8L', '2R', '7L', '2R', '6L', '2R', '10L', '2R', '9L', '2R', '9L', '3R', '9L', '4L', '8L', '0L', '7L', '2R', '7L', '0L', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1L', '6L', '0R', '8L', '1R', '9L', '2R', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '0L', '8L', '2R', '10L', '3R', '9L', '0L', '8L', '4R', '8L', '1R', '9L', '2R', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '1R', '9L', '2R', '8L', '3L', '7L', '2R', '6L', '0R', '8L', '1R', '9L', '2R', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '1R', '9L', '2R', '8L', '3L', '7L', '2R', '6L', '0L', '8L', '2R', '10L', '1L', '9L', '0L', '10L', '3L', '8L', '2R']"
201,1,"['2R', '9L', '0R', '8L', '2R', '7L', '2R', '6L', '2R', '10L', '2R', '9L', '2R', '9L', '3R', '9L', '0R', '8L', '3R', '7L', '4L', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '0L', '6L', '2R', '8L', '0R', '9L', '1R', '8L', '2R']"
202,1,"['2R', '9L', '3R', '8L', '2R', '8L', '2R', '8L', '0R', '8L']"
203,1,"['8L', '3R', '8L', '2R', '8L', '2R', '8L', '0L', '8L', '3R', '10L', '4L', '8L', '3R', '9L', '3R', '8L', '3R', '7L', '4L', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '0L', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '0R', '9L', '1L', '8L', '0R', '7L', '1L', '6L', '0L', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '1L', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '3R', '7L', '0L', '6L', '3R', '8L', '3L', '9L', '2R']"
204,-1,"['8L', '1R', '6L', '2R', '6L', '2R', '8L', '0L', '9L', '3L']"
205,1,"['8L', '4R', '8L', '2R', '8L', '0R', '9L', '2R', '8L', '3L', '9L', '2R', '9L', '3L', '8L', '0L', '8L', '2R', '10L']"
206,1,"['2R', '9L', '3R', '8L', '2R', '8L', '2R', '8L', '0R', '8L']"
207,-1,"['8L', '4L', '8L', '3L', '8L', '2R', '8L', '2R', '6L', '2R', '10L', '0R', '9L', '3L', '9L', '1R']"
208,-1,"['8L', '0L', '8L', '3R', '8L', '4L', '8L', '2R', '8L', '4L', '7L', '3L', '9L', '2R', '8L', '1L', '7L', '3R', '10L', '4L', '9L', '0L', '10L', '3L', '9L', '2R', '8L', '3R', '7L', '2R', '7L', '0L', '6L', '2R', '8L', '0R', '9L', '1L', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '3L', '6L', '2R', '8L', '2R', '10L', '1R', '9L', '2R', '8L']"
209,1,"['8L', '0R', '9L', '4L', '8L', '2R', '9L', '3L', '8L', '2R', '9L', '0R', '8L', '2R', '9L', '2R', '6L', '3L', '8L']"
210,1,"['8L', '3R', '8L', '2R', '8L', '2R', '8L', '0L', '8L', '3L', '9L', '2R']"
211,-1,"['8L', '1L', '8L', '2R', '8L', '2R', '7L', '2R', '6L', '2R', '8L', '4R', '6L', '2R', '10L', '3L', '8L', '2R']"
212,-1,"['8L', '0L', '8L', '4L', '8L', '1L', '8L', '2R', '9L', '4R', '9L', '2R']"
213,-1,"['2R', '9L', '4R', '8L', '4L', '8L', '2R', '10L', '1R', '8L', '2R', '8L', '0R', '9L', '1R', '8L', '2R']"
214,1,"['8L', '3L', '9L', '2R', '8L', '4R', '8L', '2R', '8L', '2R', '8L', '2R', '8L', '2R', '8L', '0L', '9L', '2R', '8L', '0L', '8L', '2R', '8L', '0R', '9L', '1R', '8L', '2R']"
215,-1,"['2R', '9L', '4R', '8L', '4L', '8L', '2R', '10L', '1L', '8L', '0R', '9L', '1L', '8L', '0L', '7L', '2R', '7L', '3R', '7L', '0L', '6L', '3L', '8L', '2R']"
216,1,"['8L', '0R', '9L', '4R', '8L', '4R', '8L', '2R', '8L', '0L', '8L', '2R', '10L', '3L', '8L', '2R', '7L', '1L', '6L', '0R', '8L', '1L', '9L', '0R', '8L', '1R', '7L', '2R', '6L', '2R', '10L', '3R', '9L', '0L', '8L', '1L', '7L', '0L', '6L', '2R', '8L', '0R', '9L', '1R', '8L', '2R', '10L', '3R', '9L', '4L', '8L', '3L', '7L', '2R', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1L', '6L', '0R', '8L', '1R', '9L', '2R', '8L', '2R', '10L', '3R', '9L', '4R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '0R', '9L', '1R', '8L', '2R', '7L', '3L']"
217,-1,"['2R', '9L', '0R', '8L', '2R', '7L', '2R', '6L', '2R', '10L', '2R', '9L', '2R', '9L', '0L', '8L', '2R', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '1R', '9L', '2R', '8L', '3L', '7L', '2R', '6L', '0L', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '0R', '9L', '1R', '8L', '2R', '7L', '3L', '6L', '2R', '8L', '2R', '10L', '0R', '9L', '1R', '8L', '2R', '7L', '3L']"
218,-1,"['2R', '9L', '4R', '8L', '4L', '8L', '2R', '10L', '1L', '8L', '0L', '8L', '2R', '10L', '0R', '9L', '1R', '8L', '2R', '7L', '3L']"
219,-1,"['2R', '9L', '3R', '8L', '2R', '8L', '2R', '8L', '0L', '8L', '3R', '10L', '4R', '8L', '2R', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '1R', '9L', '2R', '8L', '3L', '7L', '2R', '6L', '0L', '8L', '2R', '10L', '1R', '9L', '2R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '0L', '8L', '2R', '10L', '1L', '9L', '0L', '10L', '3L', '8L', '2R']"
220,1,"['2R', '9L', '0R', '8L', '2R', '7L', '2R', '6L', '2R', '10L', '2R', '9L', '2R', '9L', '3L', '8L', '2R', '8L', '2R', '10L', '1L', '9L', '0L', '10L', '3R', '9L', '4L', '8L', '2R', '8L', '0R', '9L', '1L', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '0L', '6L', '2R', '8L', '0R', '9L', '1R', '8L', '2R']"
221,1,"['2R', '9L', '4L', '8L', '2R', '8L', '0L', '8L', '3L', '9L', '3R', '8L', '0L', '9L', '3L', '8L', '2R', '7L', '3L', '6L', '2R', '10L', '3L', '8L', '2R', '9L', '2R', '9L', '1R', '9L', '2R', '9L', '0L', '8L', '2R', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '0L', '6L', '2R', '8L', '0R', '9L', '1R', '8L', '2R']"
222,-1,"['2R', '9L', '4L', '8L', '2R', '8L', '3L', '7L', '0R', '8L', '2R', '10L', '1R', '8L', '2R', '8L', '2R', '10L', '3R', '9L', '1R', '8L']"
223,1,"['8L', '0L', '8L', '4L', '8L', '3L', '8L', '2R', '10L']"
224,-1,"['8L', '1R', '6L', '2R', '6L', '2R', '8L', '4R', '6L', '0L', '9L', '2R', '8L', '0R', '7L', '1L', '6L', '0R', '10L', '1R', '8L', '2R', '9L', '3R', '8L', '3L', '9L', '2R', '8L', '2R', '10L', '1R', '9L', '2R', '8L', '0R', '7L', '1L', '6L', '0R', '8L', '1L', '9L', '0L', '9L', '2R', '9L', '3R', '9L', '4R', '9L', '1L', '8L', '0R', '7L', '2R']"
225,-1,"['2R', '9L', '3L', '8L', '2R', '9L']"
226,-1,"['2R', '9L', '3L', '8L', '2R', '9L']"
227,-1,"['2R', '9L', '0R', '8L', '2R', '7L', '2R', '6L', '2R', '10L', '2R', '9L', '2R', '9L', '1R', '9L', '2R', '9L', '3R', '8L', '3L', '7L', '2R']"
228,1,"['8L', '3L', '9L', '2R', '8L', '4R', '8L', '2R', '8L', '2R', '8L', '2R', '8L', '2R', '8L', '0R', '10L', '2R', '9L', '3R', '8L', '1R', '7L', '2R', '6L', '2R', '8L', '0R', '9L', '1R', '8L', '2R', '10L', '3L', '9L', '2R', '8L', '3L', '7L', '2R', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1L', '6L', '0R', '8L', '1L', '9L', '0L', '9L', '2R', '9L', '1L', '8L', '0R', '7L', '2R']"
229,1,"['2R', '9L', '3R', '8L', '2R', '8L', '2R', '8L', '0R', '8L']"
230,-1,"['8L', '4L', '8L', '3L', '8L', '2R', '8L', '2R', '6L', '2R', '10L', '0L', '8L', '2R', '8L', '1L', '8L', '0L', '8L', '2R', '10L', '3R', '9L', '0R', '8L', '1L', '7L', '0L', '6L', '2R', '8L', '0R', '9L', '1R', '8L', '2R', '10L', '3R', '9L', '4L', '8L', '3R', '7L', '2R', '7L', '3R', '7L', '1R', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1L', '6L', '0L', '8L', '2R', '10L', '1L', '9L', '0L', '10L', '3L', '8L', '2R']"
231,-1,"['8L', '0R', '9L', '1R', '8L', '2R', '9L', '0R', '8L', '2R', '9L', '2R', '8L', '3L', '8L', '0L', '8L', '3R', '9L', '3L', '8L', '2R']"
232,-1,"['8L', '4L', '8L', '3L', '8L', '2R', '8L', '2R', '6L', '2R', '10L', '3L', '8L', '2R', '7L', '1R', '8L', '2R', '9L', '3R', '8L', '3L', '7L', '2R', '6L', '2R']"
233,-1,"['8L', '3L', '9L', '2R', '8L', '0R', '8L', '2R', '8L', '3R', '8L', '1L', '8L', '2R', '9L', '0R', '8L', '1L', '7L', '4R', '7L', '0R', '6L', '1L', '10L', '0L', '8L', '2R', '8L', '0R', '9L', '1R', '8L', '2R', '10L', '3L', '9L', '2R', '8L', '3L', '7L', '2R', '6L', '2R', '8L', '0R', '9L', '1L', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '1R', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '0R', '6L', '1L', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1L', '6L', '0L', '8L', '2R', '10L', '1R', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '3R', '7L', '0R', '6L', '3R', '8L', '3R', '9L', '3L', '8L', '2R']"
234,1,"['2R', '9L', '4L', '8L', '2R', '8L', '0R', '8L', '3R', '9L', '3R', '8L', '4R', '7L', '4R', '7L', '0R', '6L', '1R']"
235,-1,"['2R', '9L', '0R', '8L', '2R', '7L', '2R', '6L', '2R', '10L', '2R', '9L', '2R', '9L', '0R']"
236,-1,"['2R', '9L', '0R', '8L', '2R', '7L', '2R', '6L', '2R', '10L', '2R', '9L', '2R', '9L', '0L', '8L', '2R', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '3R', '9L', '1L', '8L', '0L', '7L', '2R', '7L', '3R', '7L', '1L', '6L', '3R', '10L', '4L', '9L', '0L', '10L', '3R', '9L', '4L', '8L', '2R', '8L', '0R', '9L', '1R', '8L', '2R', '10L', '3R', '9L', '4R', '8L', '2R', '8L', '0R', '9L', '1L', '8L', '0R', '7L', '1R', '6L', '2R', '10L', '3L', '9L', '2R', '8L', '3L', '7L', '2R', '6L', '2R', '8L', '0R', '9L', '1R', '8L', '2R', '10L', '3R', '9L', '4R', '8L', '2R', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1L', '6L', '0R', '8L', '1R', '9L', '2R', '8L', '2R', '10L', '0R', '9L', '1L', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '3R', '9L', '4R', '8L', '1R', '7L', '2R', '6L', '0L', '8L', '2R', '10L', '1R', '9L', '2R', '8L', '0R', '7L', '1L', '6L', '0L', '8L', '2R', '10L', '1L', '9L', '0L', '10L', '3L', '8L', '2R']"
237,-1,"['8L', '0L', '8L', '1L', '8L', '0R', '8L', '1R', '8L', '0L']"
238,-1,"['8L', '3L', '9L', '2R', '8L', '3L', '8L', '2R', '8L', '2R', '8L', '1R', '8L', '2R', '7L', '3R', '6L', '2R']"
239,-1,"['8L', '0L', '8L', '1R', '8L', '2R', '8L', '2R', '10L', '3L', '8L', '2R', '7L', '1R', '10L', '2R', '9L', '3L', '8L', '2R', '7L', '3L', '6L', '2R', '8L', '2R', '10L', '3R', '9L', '1L', '8L', '4R', '8L', '0L', '8L', '2R', '10L', '3L', '8L', '2R', '7L', '3R', '8L', '3L', '9L', '2R']"
240,-1,"['2R', '9L', '4R', '8L', '4R', '8L', '2R', '6L', '3L', '7L', '1R', '6L', '2R', '10L', '3R', '8L', '4R', '8L', '2R', '10L', '3R', '9L', '4R', '8L']"
241,1,"['2R', '9L', '0R', '8L', '2R', '7L', '2R', '6L', '2R', '10L', '2R', '9L', '2R', '9L', '3L', '8L', '2R', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '1L', '8L', '0R', '9L', '1R', '8L', '2R', '10L', '3L', '9L', '2R', '8L', '3R', '7L', '2R', '7L', '1L', '6L', '0L', '10L', '2R', '9L', '3L', '8L', '2R', '7L', '3L', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '3R', '7L', '1L', '6L', '0L', '10L', '3L', '9L', '2R', '8L', '3L', '7L', '2R', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '0L', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '1R', '7L', '2R', '7L', '3R', '6L', '3R', '8L', '0R', '10L', '1L', '9L', '0R', '8L', '1R', '7L', '2R', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '3R', '7L', '0R', '6L', '3R', '8L', '3R', '9L', '3L', '8L', '2R']"
242,-1,"['2R', '9L', '4L', '8L', '2R', '8L', '3L', '7L', '1L', '8L', '3R', '7L', '3R', '6L', '0R']"
243,-1,"['8L', '0L', '8L', '4L', '8L', '3R', '9L', '2R', '8L', '3L', '9L', '2R', '8L', '4R', '8L', '2R', '9L', '4R', '8L', '0R']"
244,-1,"['8L', '1L', '8L', '2R', '8L', '2R', '7L', '2R', '6L', '2R', '8L', '4L', '9L', '3R', '8L', '4R', '8L', '0L', '9L', '4R', '8L', '2R', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '1L', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '1L', '9L', '0L', '10L', '3R', '9L', '4R', '8L', '2R', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1L', '6L', '0R', '8L', '1L', '9L', '0L', '9L', '2R', '9L', '0L', '8L', '2R', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '3L', '6L', '2R', '8L', '2R', '10L', '0L', '8L', '2R', '10L', '0L', '8L', '2R', '10L', '0L', '8L', '2R', '10L', '3R', '9L', '1L', '8L']"
245,-1,"['2R', '9L', '0R', '8L', '2R', '7L', '2R', '6L', '2R', '10L', '2R', '9L', '2R', '9L', '1R', '9L', '2R', '9L', '3L', '8L', '2R']"
246,1,"['8L', '0R', '9L', '3R', '8L', '4R', '8L', '2R', '8L', '0R', '9L', '2R', '8L', '2R', '10L', '2R']"
247,-1,"['8L', '0R', '9L', '3L', '8L', '0R', '7L', '2R', '8L', '2R']"
248,1,"['2R', '9L', '0L', '8L', '4L', '9L', '2R', '9L', '2R', '9L', '4L', '8L']"
249,1,"['2R', '9L', '4L', '8L', '2R', '8L', '3R', '7L', '2R', '8L', '0R', '9L', '3R', '8L', '3R', '7L', '2R', '8L', '2R', '9L']"
250,1,"['8L', '1L', '8L', '2R', '8L', '2R', '7L', '2R', '6L', '2R', '8L', '4R', '6L', '2R', '10L', '0R', '8L', '1R', '9L', '2R', '8L', '2R', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '0L', '6L', '2R', '8L', '0R', '9L', '1R', '8L', '2R']"
251,-1,"['8L', '0R', '9L', '4L', '8L', '2R', '9L', '1R', '8L', '2R', '6L', '2R', '8L', '3L', '8L', '1L', '6L', '0R', '8L', '1L', '7L', '2R', '7L', '0R', '6L', '1L', '7L', '4L', '6L', '2R', '8L', '2R', '10L', '3R', '9L', '0R', '8L', '4L']"
252,-1,"['2R', '9L', '3L', '8L', '2R', '9L']"
253,-1,"['2R', '9L', '3L', '8L', '2R', '9L']"
254,-1,"['8L', '3L', '9L', '2R', '8L', '0L', '8L', '2R', '8L', '2R', '8L', '1L', '8L', '2R', '9L', '2R', '9L', '2R', '9L', '3R', '6L', '4R', '6L', '2R', '8L', '0R', '9L', '1L', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '3L', '6L', '2R', '8L', '2R', '10L', '0R']"
255,-1,"['8L', '0L', '8L', '3R', '8L', '4L', '8L', '2R', '8L', '3R', '8L', '2R']"
256,-1,"['2R', '9L', '3L', '8L', '2R', '9L']"
257,-1,"['2R', '9L', '4R', '8L', '4L', '8L', '2R', '10L', '0R', '8L', '1R', '9L', '2R', '8L', '2R', '8L', '0R', '9L', '1R', '8L', '2R', '10L', '3R', '9L', '4R', '8L', '2R', '8L', '0R', '9L', '1L', '8L', '0R', '7L', '1L', '6L', '0L', '9L', '2R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '3R', '9L', '0R', '8L', '4L']"
258,1,"['2R', '9L', '3R', '8L', '2R', '8L', '2R', '8L', '0R', '8L']"
259,-1,"['2R', '9L', '4L', '8L', '2R', '8L', '3L', '7L', '1L', '8L', '3R', '7L', '3R', '6L', '3R', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1R', '6L', '2R', '10L', '3R', '8L', '4R', '8L', '2R', '10L', '1L', '9L', '3L', '10L', '2R', '9L', '3L', '8L', '2R', '7L', '3L', '6L', '2R', '8L', '2R', '10L', '0L', '8L', '2R', '10L', '3R', '9L', '4R', '8L']"
260,-1,"['2R', '9L', '0R', '8L', '2R', '7L', '2R', '6L', '2R', '10L', '2R', '9L', '2R', '9L', '1R', '9L', '2R', '9L', '0R']"
261,-1,"['8L', '3L', '9L', '2R', '8L', '0R', '8L', '2R', '8L', '3R', '8L', '1L', '8L', '2R', '9L', '0R', '8L', '1L', '7L', '4R', '7L', '0R', '6L', '1R', '10L', '2R', '8L', '2R', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '3R', '9L', '4R', '8L', '0L', '7L', '1L', '6L', '0L', '8L', '2R', '10L', '1R', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '1R', '7L', '2R', '7L', '0L', '6L', '2R', '8L', '0R', '9L', '1R', '8L', '2R', '10L', '3R', '9L', '4R', '8L', '2R', '8L', '0R', '9L', '1R', '8L', '2R', '10L', '3R', '9L', '4R', '8L', '2R', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '3R', '9L', '0L', '8L', '4L']"
262,1,"['8L', '1R', '6L', '2R', '6L', '2R', '8L', '0R', '6L', '2R', '10L', '3R', '9L', '4R', '8L', '1R', '7L', '2R', '6L', '2R', '8L', '0R', '9L', '1R', '8L', '2R', '10L', '3L', '9L', '2R', '8L', '3R', '7L', '2R', '7L', '3L', '6L', '2R', '8L', '2R', '10L', '1R', '9L', '2R', '8L']"
263,1,"['2R', '9L', '0L', '8L', '3L', '9L', '2R', '10L', '2R', '9L', '2R', '8L', '0L', '9L', '2R', '8L']"
264,-1,"['2R', '9L', '0L', '8L', '4R', '8L', '2R', '8L', '3R', '6L', '1L', '8L', '1R', '8L', '2R', '7L', '3L', '9L', '2R', '8L', '0L', '8L', '2R', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1L', '6L', '0R', '8L', '1L', '9L', '0L', '9L', '2R', '9L', '1L', '8L', '0L', '7L', '2R', '7L', '0R', '6L', '1R', '10L', '2R', '9L', '3R', '8L', '4R', '8L', '2R', '10L', '1L', '9L', '3R', '8L', '4L', '7L', '3L', '6L', '2R', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '3R', '9L', '1R', '8L', '2R', '7L', '3L', '6L', '2R', '8L', '2R', '10L', '1R', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '3L', '6L', '2R', '8L', '2R', '10L', '0R']"
265,1,"['2R', '9L', '4R', '8L', '4L', '8L', '2R', '10L', '1R', '8L', '2R', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '0R', '6L', '1L', '8L', '0R', '9L', '1L', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '0R', '6L', '1R', '8L', '2R', '10L', '3L', '9L', '2R', '8L', '3L', '7L', '2R', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1L', '6L', '0R', '8L', '1R', '9L', '2R', '8L', '2R', '10L', '0R', '9L', '1L', '8L', '0L', '7L', '2R', '7L', '1R', '7L', '2R', '7L', '0R', '6L', '1L', '8L', '0R', '9L', '1L', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1L', '6L', '0L', '8L', '2R', '10L', '1L', '9L', '0R', '8L', '2R', '8L', '2R', '10L', '1L', '9L', '0L', '10L', '3R', '9L', '4R', '8L', '2R', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '1R', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '1R', '7L', '2R', '7L', '0L', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '1R', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '3L', '6L', '2R', '8L', '2R', '10L', '1R', '9L', '2R', '8L']"
